Id,Label,Score
0,0,0.0
1,1,0.0
2,2,0.0
3,3,0.0
4,4,0.0
5,5,0.00325
6,6,0.00649
7,7,0.00325
8,8,0.0
9,9,0.0
10,10,0.0
11,11,0.00649
12,12,0.00649
13,13,0.01623
14,14,0.0
15,15,0.0
16,16,0.0
17,17,0.0487
18,18,0.46104
19,19,0.1039
20,20,0.0
21,21,0.33442
22,22,0.16558
23,23,0.16883
24,24,0.0
25,25,0.0
26,26,0.00325
27,27,0.00974
28,28,0.00325
29,29,0.03571
30,30,0.0
31,31,0.0
32,32,0.0
33,33,0.00325
34,34,0.03896
35,35,0.00649
36,36,0.0
37,37,0.00325
38,38,0.0
39,39,0.19481
40,40,0.18831
41,41,0.19156
42,42,0.00649
43,43,0.0
44,44,0.0
45,45,0.08766
46,46,0.08442
47,47,0.08117
48,48,0.08766
49,49,0.0
50,50,0.0
51,51,0.0
52,52,0.0974
53,53,0.04545
54,54,0.01299
55,55,0.0
56,56,0.0
57,57,0.0
58,58,0.31169
59,59,0.31494
60,60,0.02273
61,61,0.0
62,62,0.0
63,63,0.00649
64,64,0.00325
65,65,0.04545
66,66,0.0487
67,67,0.07143
68,68,0.09416
69,69,0.06818
70,70,0.0
71,71,0.0
72,72,0.0
73,73,0.0
74,74,0.0
75,75,0.0
76,76,0.0
77,77,0.0
78,78,0.0
79,79,0.0
80,80,0.0
81,81,0.0
82,82,0.0
83,83,0.0
84,84,0.0
85,85,0.0
86,86,0.00649
87,87,0.0
88,88,0.17208
89,89,0.01623
90,90,0.00325
91,91,0.00325
92,92,0.0
93,93,0.00974
94,94,0.0
95,95,0.0
96,96,0.00649
97,97,0.0
98,98,0.01299
99,99,0.0
100,100,0.00649
101,101,0.00974
102,102,0.01299
103,103,0.00325
104,104,0.00649
105,105,0.18506
106,106,0.0
107,107,0.0
108,108,0.00649
109,109,0.0
110,110,0.00325
111,111,0.00325
112,112,0.0
113,113,0.00649
114,114,0.00974
115,115,0.01299
116,116,0.0
117,117,0.23052
118,118,0.19805
119,119,0.0
120,120,0.02597
121,121,0.0
122,122,0.00325
123,123,0.00325
124,124,0.0
125,125,0.00325
126,126,0.00649
127,127,0.0
128,128,0.01299
129,129,0.00974
130,130,0.0
131,131,0.00325
132,132,0.0
133,133,0.0
134,134,0.00649
135,135,0.0
136,136,0.0
137,137,0.45455
138,138,0.00649
139,139,0.0
140,140,0.05195
141,141,0.00649
142,142,0.0
143,143,0.0
144,144,0.0
145,145,0.08766
146,146,0.16883
147,147,0.00649
148,148,0.0
149,149,0.0
150,150,0.00325
151,151,0.06169
152,152,0.0
153,153,0.02597
154,154,0.01948
155,155,0.0
156,156,0.0
157,157,0.0
158,158,0.0
159,159,0.05844
160,160,0.00649
161,161,0.00974
162,162,0.0
163,163,0.0
164,164,0.0
165,165,0.0
166,166,0.00325
167,167,0.0487
168,168,0.0
169,169,0.0
170,170,0.0
171,171,0.07792
172,172,0.0
173,173,0.01299
174,174,0.0
175,175,0.0
176,176,0.03247
177,177,0.0
178,178,0.05519
179,179,0.0
180,180,0.01623
181,181,0.0
182,182,0.0
183,183,0.0
184,184,0.0
185,185,0.00974
186,186,0.01299
187,187,0.01299
188,188,0.07143
189,189,0.07468
190,190,0.0
191,191,0.0
192,192,0.0
193,193,0.0
194,194,0.0
195,195,0.0
196,196,0.01948
197,197,0.0
198,198,0.0
199,199,0.0
200,200,0.0
201,201,0.0
202,202,0.01948
203,203,0.04221
204,204,0.0
205,205,0.0
206,206,0.0
207,207,0.0
208,208,0.00325
209,209,0.00325
210,210,0.0
211,211,0.0
212,212,0.0
213,213,0.0
214,214,0.0
215,215,0.0
216,216,0.00325
217,217,0.0
218,218,0.00325
219,219,0.07792
220,220,0.08117
221,221,0.0
222,222,0.0
223,223,0.0
224,224,0.01299
225,225,0.0
226,226,0.01623
227,227,0.01948
228,228,0.01623
229,229,0.01623
230,230,0.01948
231,231,0.01948
232,232,0.0
233,233,0.0487
234,234,0.05195
235,235,0.00974
236,236,0.0
237,237,0.00649
238,238,0.0
239,239,0.00649
240,240,0.00974
241,241,0.0
242,242,0.0
243,243,0.0
244,244,0.00325
245,245,0.0
246,246,0.0
247,247,0.0
248,248,0.00325
249,249,0.02273
250,250,0.0
251,251,0.0
252,252,0.00649
253,253,0.00325
254,254,0.05195
255,255,0.0
256,256,0.00649
257,257,0.01299
258,258,0.0
259,259,0.0
260,260,0.00974
261,261,0.01623
262,262,0.02922
263,263,0.0
264,264,0.0
265,265,0.0
266,266,0.00325
267,267,0.0
268,268,0.0
269,269,0.00325
270,270,0.0
271,271,0.0
272,272,0.0
273,273,0.22078
274,274,0.0
275,275,0.0
276,276,0.08117
277,277,0.0
278,278,0.0
279,279,0.56169
280,280,0.0
281,281,0.0
282,282,0.00325
283,283,0.0
284,284,0.0
285,285,0.00325
286,286,0.00325
287,287,0.0
288,288,0.0
289,289,0.01299
290,290,0.0
291,291,0.0
292,292,0.0
293,293,0.0
294,294,0.0
295,295,0.0
296,296,0.0
297,297,0.0
298,298,0.0
299,299,0.0
300,300,0.0
301,301,0.0
302,302,0.00325
303,303,0.02273
304,304,0.25974
305,305,0.0
306,306,0.0
307,307,0.0
308,308,0.00325
